question_set,variant,n,route_change_rate,brier,delta_brier_vs_base,log_score,delta_log_vs_base
2025-06-22-llm,base,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,hist_coverage_minus_0.10,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,hist_coverage_plus_0.10,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,market_sharpness_minus_0.05,1460,0.0006849315068493151,0.18967619902317018,-3.2305278150623895e-06,0.5551597599051333,-6.464171107833927e-06
2025-06-22-llm,market_sharpness_plus_0.05,1460,0.00410958904109589,0.18963239411464458,-4.7035436340658876e-05,0.5550702226996684,-9.600137657272967e-05
2025-06-22-llm,prior_sharpness_minus_0.06,1460,0.0013698630136986301,0.18972190426667424,4.247471568899486e-05,0.5552728478871136,0.00010662381087245265
2025-06-22-llm,prior_sharpness_plus_0.06,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,source_prior_minus_0.06,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,source_prior_plus_0.06,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,noisy_strength_minus_0.05,1460,0.20068493150684932,0.192408922637797,0.0027294930868117517,0.5615912656417018,0.006425041565460643
2025-06-22-llm,noisy_strength_plus_0.05,1460,0.20205479452054795,0.19226711552012865,0.0025876859691434106,0.5606036738239228,0.0054374497476816774
2025-06-22-llm,horizon_150,1460,0.09383561643835617,0.19117380995754596,0.0014943804065607191,0.5584273579409347,0.0032611338646935106
2025-06-22-llm,horizon_9999,1460,0.0,0.18967942955098524,0.0,0.5551662240762412,0.0
2025-06-22-llm,search_enabled_low,1460,0.0027397260273972603,0.18954623348218208,-0.0001331960688031597,0.5548830258590172,-0.00028319821722400107
2025-08-03-llm,base,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,hist_coverage_minus_0.10,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,hist_coverage_plus_0.10,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,market_sharpness_minus_0.05,1236,0.0008090614886731392,0.17727355253162852,-6.825617903299941e-06,0.523422560689436,-1.3680426373618992e-05
2025-08-03-llm,market_sharpness_plus_0.05,1236,0.0040453074433656954,0.17730144613932564,2.1067989793815967e-05,0.5234827992055223,4.655808971265607e-05
2025-08-03-llm,prior_sharpness_minus_0.06,1236,0.0008090614886731392,0.17721417234796144,-6.620580157037925e-05,0.5232695420366429,-0.00016669907916677662
2025-08-03-llm,prior_sharpness_plus_0.06,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,source_prior_minus_0.06,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,source_prior_plus_0.06,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,noisy_strength_minus_0.05,1236,0.19336569579288027,0.18059266812140204,0.0033122899718702192,0.5315324584139678,0.008096217298158126
2025-08-03-llm,noisy_strength_plus_0.05,1236,0.1941747572815534,0.17824751121640028,0.0009671330668684641,0.5253495886959765,0.0019133475801668132
2025-08-03-llm,horizon_150,1236,0.049352750809061485,0.179444077825095,0.00216369967556318,0.5280794233075738,0.0046431821917641836
2025-08-03-llm,horizon_9999,1236,0.0,0.17728037814953182,0.0,0.5234362411158097,0.0
2025-08-03-llm,search_enabled_low,1236,0.0008090614886731392,0.17734481116968837,6.443302015654573e-05,0.5235734430336579,0.00013720191784827307
2025-08-17-llm,base,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,hist_coverage_minus_0.10,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,hist_coverage_plus_0.10,1215,0.0,0.18151677338376246,0.0,0.531006193658095,0.0
2025-08-17-llm,market_sharpness_minus_0.05,1215,0.0016460905349794238,0.18149239763529218,-2.4375748470278902e-05,0.5309566828489953,-4.9510809099651e-05
2025-08-17-llm,market_sharpness_plus_0.05,1215,0.0024691358024691358,0.18147407386724024,-4.269951652222104e-05,0.5309174863440004,-8.870731409460486e-05
